PortfolioCode,Date,AllocationType,Position,Weight,
HOW2217AU,30-Jun-22,Tactical,JBH-AU,2.04056000,
HOW2217AU,30-Jun-22,Tactical,SGR-AU,1.92362000,
HOW2217AU,30-Jun-22,Tactical,ASX-AU,1.90838000,
HOW2217AU,30-Jun-22,Tactical,VEA-AU,1.36370000,
HOW2217AU,30-Jun-22,Tactical,HVN-AU,1.33116000,
HOW2217AU,30-Jun-22,Tactical,FBU-AU,1.28240000,
HOW2217AU,30-Jun-22,Tactical,ANZ-AU,1.16515000,
HOW2217AU,30-Jun-22,Tactical,DOW-AU,1.05356000,
HOW2217AU,30-Jun-22,Tactical,SUL-AU,0.64272000,
HOW2217AU,30-Jun-22,Tactical,IOZ-AU,8.07000000,
ALR2783AU,30-Jun-22,Objective,IOZ-AU,100.00000000,
ALR2783AU,30-Jun-22,Peer,ATCHBM00011,100.00000000,
ALR2783AU,30-Jun-22,Reference,IOZ-AU,100.00000000,
ALR2783AU,30-Jun-22,Strategic,IOZ-AU,100.00000000,
ALR2783AU,30-Jun-22,Tactical,BHP-AU,3.17460300,
ALR2783AU,30-Jun-22,Tactical,CBA-AU,7.40740700,
ALR2783AU,30-Jun-22,Tactical,CSL-AU,6.08465600,
ALR2783AU,30-Jun-22,Tactical,NAB-AU,1.85185200,
ALR2783AU,30-Jun-22,Tactical,WDS-AU,5.29100500,
ALR2783AU,30-Jun-22,Tactical,MQG-AU,5.29100500,
ALR2783AU,30-Jun-22,Tactical,WES-AU,3.96825400,
ALR2783AU,30-Jun-22,Tactical,WOW-AU,2.11640200,
ALR2783AU,30-Jun-22,Tactical,TLS-AU,3.70370400,
ALR2783AU,30-Jun-22,Tactical,RIO-AU,6.34920600,
ALR2783AU,30-Jun-22,Tactical,TCL-AU,5.29100500,
ALR2783AU,30-Jun-22,Tactical,FMG-AU,1.85185200,
ALR2783AU,30-Jun-22,Tactical,NCM-AU,4.49735400,
ALR2783AU,30-Jun-22,Tactical,QBE-AU,6.34920600,
ALR2783AU,30-Jun-22,Tactical,COH-AU,6.08465600,
ALR2783AU,30-Jun-22,Tactical,XRO-AU,3.17460300,
ALR2783AU,30-Jun-22,Tactical,ASX-AU,2.64550300,
ALR2783AU,30-Jun-22,Tactical,RHC-AU,1.05820100,
ALR2783AU,30-Jun-22,Tactical,IGO-AU,2.38095200,
ALR2783AU,30-Jun-22,Tactical,TWE-AU,3.43915300,
ALR2783AU,30-Jun-22,Tactical,ALU-AU,4.76190500,
ALR2783AU,30-Jun-22,Tactical,PME-AU,0.79365100,
ALR2783AU,30-Jun-22,Tactical,AMP-AU,3.17460300,
ALR2783AU,30-Jun-22,Tactical,TLX-AU,2.11640200,
ALR2783AU,30-Jun-22,Tactical,CTD-AU,2.38095200,
ALR2783AU,30-Jun-22,Tactical,DRR-AU,2.11640200,
ALR2783AU,30-Jun-22,Tactical,CGC-AU,2.64550300,
ALR2783AU,30-Jun-22,Tactical,CASH,0.00000300,
HOW0035AU,30-Jun-22,Objective,IOZ-AU,100.00000000,
HOW0035AU,30-Jun-22,Peer,ATCHBM00011,100.00000000,
HOW0035AU,30-Jun-22,Reference,IOZ-AU,100.00000000,
HOW0035AU,30-Jun-22,Strategic,IOZ-AU,100.00000000,
HOW0035AU,30-Jun-22,Tactical,BHP-AU,11.63899000,
HOW0035AU,30-Jun-22,Tactical,CSL-AU,10.37638000,
HOW0035AU,30-Jun-22,Tactical,CBA-AU,4.77507500,
HOW0035AU,30-Jun-22,Tactical,JHX-AU,4.66953600,
HOW0035AU,30-Jun-22,Tactical,ALL-AU,3.90708100,
HOW0035AU,30-Jun-22,Tactical,CASH-AU,3.47630700,
HOW0035AU,30-Jun-22,Tactical,GMG-AU,3.38043900,
HOW0035AU,30-Jun-22,Tactical,WOW-AU,3.33046700,
HOW0035AU,30-Jun-22,Tactical,TLS-AU,3.19509100,
HOW0035AU,30-Jun-22,Tactical,IEL-AU,3.14284000,
HOW0035AU,30-Jun-22,Tactical,CPU-AU,3.06585200,
HOW0035AU,30-Jun-22,Tactical,QUB-AU,2.88900900,
HOW0035AU,30-Jun-22,Tactical,NAB-AU,2.75049700,
HOW0035AU,30-Jun-22,Tactical,FPH-AU,2.63179300,
HOW0035AU,30-Jun-22,Tactical,REA-AU,2.46711500,
HOW0035AU,30-Jun-22,Tactical,BRG-AU,2.13050000,
HOW0035AU,30-Jun-22,Tactical,RMD-AU,2.09764200,
HOW0035AU,30-Jun-22,Tactical,ANZ-AU,2.04458200,
HOW0035AU,30-Jun-22,Tactical,MIN-AU,2.01519400,
HOW0035AU,30-Jun-22,Tactical,STO-AU,1.98944800,
HOW0035AU,30-Jun-22,Tactical,WDS-AU,1.96400900,
HOW0035AU,30-Jun-22,Tactical,SEK-AU,1.89754900,
HOW0035AU,30-Jun-22,Tactical,QBE-AU,1.85196100,
HOW0035AU,30-Jun-22,Tactical,IRE-AU,1.74549100,
HOW0035AU,30-Jun-22,Tactical,NST-AU,1.55133400,
HOW0035AU,30-Jun-22,Tactical,RIO-AU,1.55116700,
HOW0035AU,30-Jun-22,Tactical,LYC-AU,1.49393300,
HOW0035AU,30-Jun-22,Tactical,CWY-AU,1.41836600,
HOW0035AU,30-Jun-22,Tactical,PLS-AU,0.96854200,
HOW0035AU,30-Jun-22,Tactical,EVN-AU,0.89809600,
HOW0035AU,30-Jun-22,Tactical,LLC-AU,0.89165600,
HOW0035AU,30-Jun-22,Tactical,WBC-AU,0.49931700,
HOW0035AU,30-Jun-22,Tactical,MQG-AU,0.44841400,
HOW0035AU,30-Jun-22,Tactical,FLT-AU,0.05430800,
HOW0035AU,30-Jun-22,Tactical,S32-AU,0.04697100,
HOW0035AU,30-Jun-22,Tactical,IOZ-AU,6.74504800,
SCH0101AU,30-Jun-22,Objective,IOZ-AU,100.00000000,
SCH0101AU,30-Jun-22,Peer,ATCHBM00011,100.00000000,
SCH0101AU,30-Jun-22,Reference,IOZ-AU,100.00000000,
SCH0101AU,30-Jun-22,Strategic,IOZ-AU,100.00000000,
SCH0101AU,30-Jun-22,Tactical,BHP,6.80000000,
SCH0101AU,30-Jun-22,Tactical,CBA,4.60000000,
SCH0101AU,30-Jun-22,Tactical,WES,4.50000000,
SCH0101AU,30-Jun-22,Tactical,TLS,4.20000000,
SCH0101AU,30-Jun-22,Tactical,ANZ,4.00000000,
SCH0101AU,30-Jun-22,Tactical,RIO,3.80000000,
SCH0101AU,30-Jun-22,Tactical,WDS,3.50000000,
SCH0101AU,30-Jun-22,Tactical,WBC,3.00000000,
SCH0101AU,30-Jun-22,Tactical,STO,3.00000000,
SCH0101AU,30-Jun-22,Tactical,S32,3.00000000,
SCH0101AU,30-Jun-22,Tactical,JHX,2.70000000,
SCH0101AU,30-Jun-22,Tactical,AWC,2.60000000,
SCH0101AU,30-Jun-22,Tactical,NAB,2.60000000,
SCH0101AU,30-Jun-22,Tactical,AZJ,2.40000000,
SCH0101AU,30-Jun-22,Tactical,RHC,2.40000000,
SCH0101AU,30-Jun-22,Tactical,CSL,2.30000000,
SCH0101AU,30-Jun-22,Tactical,SUN,2.20000000,
SCH0101AU,30-Jun-22,Tactical,QBE,2.20000000,
SCH0101AU,30-Jun-22,Tactical,BXB,2.10000000,
SCH0101AU,30-Jun-22,Tactical,ALQ,2.00000000,
SCH0101AU,30-Jun-22,Tactical,DRR,1.80000000,
SCH0101AU,30-Jun-22,Tactical,NWS,1.80000000,
SCH0101AU,30-Jun-22,Tactical,BSL,1.80000000,
SCH0101AU,30-Jun-22,Tactical,ORG,1.70000000,
SCH0101AU,30-Jun-22,Tactical,SEK,1.70000000,
SCH0101AU,30-Jun-22,Tactical,COL,1.60000000,
SCH0101AU,30-Jun-22,Tactical,IPL,1.60000000,
SCH0101AU,30-Jun-22,Tactical,FBU,1.60000000,
SCH0101AU,30-Jun-22,Tactical,BLD,1.50000000,
SCH0101AU,30-Jun-22,Tactical,SGP,1.40000000,
SCH0101AU,30-Jun-22,Tactical,LLC,1.30000000,
SCH0101AU,30-Jun-22,Tactical,CPU,1.20000000,
SCH0101AU,30-Jun-22,Tactical,IAG,1.20000000,
SCH0101AU,30-Jun-22,Tactical,MTS,1.10000000,
SCH0101AU,30-Jun-22,Tactical,MPL,1.00000000,
SCH0101AU,30-Jun-22,Tactical,VCX,1.00000000,
SCH0101AU,30-Jun-22,Tactical,ORI,1.00000000,
SCH0101AU,30-Jun-22,Tactical,CASH,1.00000000,
SCH0101AU,30-Jun-22,Tactical,WOW,0.90000000,
SCH0101AU,30-Jun-22,Tactical,AUD,0.90000000,
SCH0101AU,30-Jun-22,Tactical,RMD,0.90000000,
SCH0101AU,30-Jun-22,Tactical,CWY,0.90000000,
SCH0101AU,30-Jun-22,Tactical,SHL,0.90000000,
SCH0101AU,30-Jun-22,Tactical,UMG,0.70000000,
SCH0101AU,30-Jun-22,Tactical,HLS,0.70000000,
SCH0101AU,30-Jun-22,Tactical,ASX,0.70000000,
SCH0101AU,30-Jun-22,Tactical,IGO,0.60000000,
SCH0101AU,30-Jun-22,Tactical,CEN,0.60000000,
SCH0101AU,30-Jun-22,Tactical,WOR,0.60000000,
SCH0101AU,30-Jun-22,Tactical,ELD,0.50000000,
SCH0101AU,30-Jun-22,Tactical,MQG,0.40000000,
SCH0101AU,30-Jun-22,Tactical,CIA,0.40000000,
SCH0101AU,30-Jun-22,Tactical,CNU,0.30000000,
SCH0101AU,30-Jun-22,Tactical,RIC,0.30000000,
SCH0101AU,30-Jun-22,Tactical,BDM,0.30000000,
SCH0101AU,30-Jun-22,Tactical,WPR,0.20000000,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
