PortfolioCode,Date,AllocationType,Position,Weight,,
VGS-AU,30-Jun-17,Tactical,AZRG.TAE,0.005160000,,
VGS-AU,30-Jun-17,Tactical,BA.LSE,0.080700000,,
VGS-AU,30-Jun-17,Tactical,BA.NYS,0.213400000,,
VGS-AU,30-Jun-17,Tactical,BAC.NYS,0.429170000,,
VGS-AU,30-Jun-17,Tactical,BAER.SWX,0.020140000,,
VGS-AU,30-Jun-17,Tactical,BALD-B.STO,0.007900000,,
VGS-AU,30-Jun-17,Tactical,BALL.NYS,0.030570000,,
VGS-AU,30-Jun-17,Tactical,BALN.SWX,0.013280000,,
VGS-AU,30-Jun-17,Tactical,BAM.TSX,0.025070000,,
VGS-AU,30-Jun-17,Tactical,BAMI.MTA,0.011560000,,
VGS-AU,30-Jun-17,Tactical,BANB.SWX,0.004160000,,
VGS-AU,30-Jun-17,Tactical,BARC.LSE,0.050260000,,
VGS-AU,30-Jun-17,Tactical,BARN.SWX,0.009480000,,
VGS-AU,30-Jun-17,Tactical,BAS.ETR,0.076140000,,
VGS-AU,30-Jun-17,Tactical,BATS.LSE,0.111470000,,
VGS-AU,30-Jun-17,Tactical,BAX.NYS,0.034370000,,
VGS-AU,30-Jun-17,Tactical,BAYN.ETR,0.054360000,,
VGS-AU,30-Jun-17,Tactical,BBVA.MAD,0.099080000,,
VGS-AU,30-Jun-17,Tactical,BBWI.NYS,0.016180000,,
VGS-AU,30-Jun-17,Tactical,BBY.NYS,0.024980000,,
VGS-AU,30-Jun-17,Tactical,BC8.ETR,0.007680000,,
VGS-AU,30-Jun-17,Tactical,BCE.TSX,0.004720000,,
VGS-AU,30-Jun-17,Tactical,BCVN.SWX,0.006490000,,
VGS-AU,30-Jun-17,Tactical,BDEV.LSE,0.012410000,,
VGS-AU,30-Jun-17,Tactical,BDX.NYS,0.122420000,,
VGS-AU,30-Jun-17,Tactical,BEI.ETR,0.026420000,,
VGS-AU,30-Jun-17,Tactical,BEIJ-B.STO,0.009070000,,
VGS-AU,30-Jun-17,Tactical,BEN-AU,0.014160000,,
VGS-AU,30-Jun-17,Tactical,BESI.AMS,0.020920000,,
VGS-AU,30-Jun-17,Tactical,BG.NYS,0.023310000,,
VGS-AU,30-Jun-17,Tactical,BIIB.NAS,0.062740000,,
VGS-AU,30-Jun-17,Tactical,BIM.PAR,0.007990000,,
VGS-AU,30-Jun-17,Tactical,BIO.NYS,0.012020000,,
VGS-AU,30-Jun-17,Tactical,BIRG.DUB,0.017190000,,
VGS-AU,30-Jun-17,Tactical,BK.NYS,0.076510000,,
VGS-AU,30-Jun-17,Tactical,BKG.LSE,0.011500000,,
VGS-AU,30-Jun-17,Tactical,BKNG.NAS,0.220940000,,
VGS-AU,30-Jun-17,Tactical,BKR.NAS,0.050920000,,
VGS-AU,30-Jun-17,Tactical,BKW-AU,0.005710000,,
VGS-AU,30-Jun-17,Tactical,BLK.NYS,0.203960000,,
VGS-AU,30-Jun-17,Tactical,BMO.TSX,0.120480000,,
VGS-AU,30-Jun-17,Tactical,BMW.ETR,0.057540000,,
VGS-AU,30-Jun-17,Tactical,BMW3.ETR,0.012670000,,
VGS-AU,30-Jun-17,Tactical,BMY.NYS,0.180150000,,
VGS-AU,30-Jun-17,Tactical,BN.TSX,0.098080000,,
VGS-AU,30-Jun-17,Tactical,BN.TSX,0.076110000,,
VGS-AU,30-Jun-17,Tactical,BN4.SGX,0.013870000,,
VGS-AU,30-Jun-17,Tactical,BNP.PAR,0.126390000,,
VGS-AU,30-Jun-17,Tactical,BNR.ETR,0.022470000,,
VGS-AU,30-Jun-17,Tactical,BNS.TSX,0.100480000,,
VGS-AU,30-Jun-17,Tactical,BNZL.LSE,0.024770000,,
VGS-AU,30-Jun-17,Tactical,BOL.STO,0.013000000,,
VGS-AU,30-Jun-17,Tactical,BOL.STO,0.010300000,,
VGS-AU,30-Jun-17,Tactical,BP.LSE,0.177180000,,
VGS-AU,30-Jun-17,Tactical,BR.NYS,0.042450000,,
VGS-AU,30-Jun-17,Tactical,BRBY.LSE,0.010710000,,
VGS-AU,30-Jun-17,Tactical,BRKB.NYS,0.885800000,,
VGS-AU,30-Jun-17,Tactical,BRO.NYS,0.032640000,,
VGS-AU,30-Jun-17,Tactical,BSX.NYS,0.163360000,,
VGS-AU,30-Jun-17,Tactical,BT-A.LSE,0.016070000,,
VGS-AU,30-Jun-17,Tactical,BVI.PAR,0.013600000,,
VGS-AU,30-Jun-17,Tactical,BWA.NYS,0.013850000,,
VGS-AU,30-Jun-17,Tactical,BX.NYS,0.155750000,,
VGS-AU,30-Jun-17,Tactical,BXP.NYS,0.017190000,,
VGS-AU,30-Jun-17,Tactical,C.NYS,0.191030000,,
VGS-AU,30-Jun-17,Tactical,C07.SGX,0.003260000,,
VGS-AU,30-Jun-17,Tactical,C09.SGX,0.004060000,,
VGS-AU,30-Jun-17,Tactical,C38U.SGX,0.014160000,,
VGS-AU,30-Jun-17,Tactical,C6L.SGX,0.012810000,,
VGS-AU,30-Jun-17,Tactical,CA.PAR,0.017340000,,
VGS-AU,30-Jun-17,Tactical,CABK.MAD,0.031580000,,
VGS-AU,30-Jun-17,Tactical,CAE.TSX,0.011300000,,
VGS-AU,30-Jun-17,Tactical,CAG.NYS,0.024480000,,
VGS-AU,30-Jun-17,Tactical,CAH.NYS,0.047630000,,
VGS-AU,30-Jun-17,Tactical,CAP.PAR,0.061920000,,
VGS-AU,30-Jun-17,Tactical,CAR.UN.TSX,0.005360000,,
VGS-AU,30-Jun-17,Tactical,CARL-B.CSE,0.022620000,,
VGS-AU,30-Jun-17,Tactical,CARR.NYS,0.081150000,,
VGS-AU,30-Jun-17,Tactical,CAT.NYS,0.270410000,,
VGS-AU,30-Jun-17,Tactical,CB.NYS,0.177560000,,
VGS-AU,30-Jun-17,Tactical,CBK.ETR,0.021520000,,
VGS-AU,30-Jun-17,Tactical,CBOE.BAT,0.034480000,,
VGS-AU,30-Jun-17,Tactical,CBRE.NYS,0.047430000,,
VGS-AU,30-Jun-17,Tactical,CCEP.NAS,0.024980000,,
VGS-AU,30-Jun-17,Tactical,CCH.LSE,0.011140000,,
VGS-AU,30-Jun-17,Tactical,CCI.NYS,0.083010000,,
VGS-AU,30-Jun-17,Tactical,CCL.B.TSX,0.011180000,,
VGS-AU,30-Jun-17,Tactical,CCL.NYS,0.029600000,,
VGS-AU,30-Jun-17,Tactical,CCO.TSX,0.036650000,,
VGS-AU,30-Jun-17,Tactical,CDAY.NYS,0.018350000,,
VGS-AU,30-Jun-17,Tactical,CDNS.NAS,0.138050000,,
VGS-AU,30-Jun-17,Tactical,CDW.NAS,0.053470000,,
VGS-AU,30-Jun-17,Tactical,CE.NYS,0.026540000,,
VGS-AU,30-Jun-17,Tactical,CEG.NAS,0.069220000,,
VGS-AU,30-Jun-17,Tactical,CF.NYS,0.025710000,,
VGS-AU,30-Jun-17,Tactical,CFG.NYS,0.027290000,,
VGS-AU,30-Jun-17,Tactical,CFR.SWX,0.139400000,,
VGS-AU,30-Jun-17,Tactical,CHD.NYS,0.043430000,,
VGS-AU,30-Jun-17,Tactical,CHKP.NAS,0.026440000,,
VGS-AU,30-Jun-17,Tactical,CHRW.NAS,0.017430000,,
VGS-AU,30-Jun-17,Tactical,CHTR.NAS,0.063330000,,
VGS-AU,30-Jun-17,Tactical,CI.NYS,0.157140000,,
VGS-AU,30-Jun-17,Tactical,CINF.NAS,0.030590000,,
VGS-AU,30-Jun-17,Tactical,CL.NYS,0.116490000,,
VGS-AU,30-Jun-17,Tactical,CLN.SWX,0.004930000,,
VGS-AU,30-Jun-17,Tactical,CLNX.MAD,0.038710000,,
VGS-AU,30-Jun-17,Tactical,CLX.NYS,0.031950000,,
VGS-AU,30-Jun-17,Tactical,CM.TSX,0.074450000,,
VGS-AU,30-Jun-17,Tactical,CMCSA.NAS,0.337900000,,
VGS-AU,30-Jun-17,Tactical,CME.NAS,0.130420000,,
VGS-AU,30-Jun-17,Tactical,CMG.NYS,0.117300000,,
VGS-AU,30-Jun-17,Tactical,CMI.NYS,0.059600000,,
VGS-AU,30-Jun-17,Tactical,CMS.NYS,0.029740000,,
VGS-AU,30-Jun-17,Tactical,CNA.LSE,0.017020000,,
VGS-AU,30-Jun-17,Tactical,CNC.NYS,0.071790000,,
VGS-AU,30-Jun-17,Tactical,CNHI.NYS,0.021260000,,
VGS-AU,30-Jun-17,Tactical,CNP.NYS,0.031140000,,
VGS-AU,30-Jun-17,Tactical,CNQ.TSX,0.123840000,,
VGS-AU,30-Jun-17,Tactical,CNR.TSX,0.123120000,,
VGS-AU,30-Jun-17,Tactical,COF-AU,0.091020000,,
VGS-AU,30-Jun-17,Tactical,COLO-B.CSE,0.028410000,,
VGS-AU,30-Jun-17,Tactical,CON.ETR,0.015790000,,
VGS-AU,30-Jun-17,Tactical,COO.NAS,0.032440000,,
VGS-AU,30-Jun-17,Tactical,COP.NYS,0.236360000,,
VGS-AU,30-Jun-17,Tactical,COR.NYS,0.070230000,,
VGS-AU,30-Jun-17,Tactical,COST.NAS,0.542830000,,
VGS-AU,30-Jun-17,Tactical,COV.PAR,0.004200000,,
VGS-AU,30-Jun-17,Tactical,CP.TSX,0.132840000,,
VGS-AU,30-Jun-17,Tactical,CPB.NYS,0.015530000,,
VGS-AU,30-Jun-17,Tactical,CPG.LSE,0.084090000,,
VGS-AU,30-Jun-17,Tactical,CPR.MTA,0.011200000,,
VGS-AU,30-Jun-17,Tactical,CPRT.NAS,0.073090000,,
VGS-AU,30-Jun-17,Tactical,CPT.NYS,0.017670000,,
VGS-AU,30-Jun-17,Tactical,CRDA.LSE,0.015390000,,
VGS-AU,30-Jun-17,Tactical,CRH.LSE,0.089710000,,
VGS-AU,30-Jun-17,Tactical,CRL.NYS,0.019510000,,
VGS-AU,30-Jun-17,Tactical,CRM.NYS,0.482490000,,
VGS-AU,30-Jun-17,Tactical,CS.PAR,0.107950000,,
VGS-AU,30-Jun-17,Tactical,CSCO.NAS,0.358940000,,
VGS-AU,30-Jun-17,Tactical,CSGP.NAS,0.059900000,,
VGS-AU,30-Jun-17,Tactical,CSL-AU,0.027870000,,
VGS-AU,30-Jun-17,Tactical,CSU.TSX,0.098760000,,
VGS-AU,30-Jun-17,Tactical,CSX.NAS,0.126350000,,
VGS-AU,30-Jun-17,Tactical,CTAS.NAS,0.097890000,,
VGS-AU,30-Jun-17,Tactical,CTC.A.TSX,0.009810000,,
VGS-AU,30-Jun-17,Tactical,CTLT.NYS,0.016220000,,
VGS-AU,30-Jun-17,Tactical,CTRA.NYS,0.033000000,,
VGS-AU,30-Jun-17,Tactical,CTSH.NAS,0.068720000,,
VGS-AU,30-Jun-17,Tactical,CTVA.NYS,0.056650000,,
VGS-AU,30-Jun-17,Tactical,CVE.TSX,0.040800000,,
VGS-AU,30-Jun-17,Tactical,CVS.NYS,0.168560000,,
VGS-AU,30-Jun-17,Tactical,CVX.NYS,0.471920000,,
VGS-AU,30-Jun-17,Tactical,CYBR.NAS,0.017240000,,
VGS-AU,30-Jun-17,Tactical,CZR.NAS,0.016860000,,
VGS-AU,30-Jun-17,Tactical,D.NYS,0.067500000,,
VGS-AU,30-Jun-17,Tactical,D05.SGX,0.076100000,,
VGS-AU,30-Jun-17,Tactical,DAL.NYS,0.010850000,,
VGS-AU,30-Jun-17,Tactical,DANSKE.CSE,0.032750000,,
VGS-AU,30-Jun-17,Tactical,DB1.ETR,0.067290000,,
VGS-AU,30-Jun-17,Tactical,DBK.ETR,0.044860000,,
VGS-AU,30-Jun-17,Tactical,DCC.LSE,0.012490000,,
VGS-AU,30-Jun-17,Tactical,DD.NYS,0.049770000,,
VGS-AU,30-Jun-17,Tactical,DE.NYS,0.190080000,,
VGS-AU,30-Jun-17,Tactical,DEMANT.CSE,0.007700000,,
VGS-AU,30-Jun-17,Tactical,DFS.NYS,0.046680000,,
VGS-AU,30-Jun-17,Tactical,DG.PAR,0.114440000,,
VGS-AU,30-Jun-17,Tactical,DG.PAR,0.051410000,,
VGS-AU,30-Jun-17,Tactical,DGE.LSE,0.144460000,,
VGS-AU,30-Jun-17,Tactical,DGX.NYS,0.025440000,,
VGS-AU,30-Jun-17,Tactical,DHER.ETR,0.007100000,,
VGS-AU,30-Jun-17,Tactical,DHI.NYS,0.076580000,,
VGS-AU,30-Jun-17,Tactical,DHL.ETR,0.085390000,,
VGS-AU,30-Jun-17,Tactical,DHR.NYS,0.297060000,,
VGS-AU,30-Jun-17,Tactical,DIA.MTA,0.004070000,,
VGS-AU,30-Jun-17,Tactical,DIE.BRU,0.007550000,,
VGS-AU,30-Jun-17,Tactical,DIM.PAR,0.013420000,,
VGS-AU,30-Jun-17,Tactical,DIS.NYS,0.309930000,,
VGS-AU,30-Jun-17,Tactical,DLR.NYS,0.074760000,,
VGS-AU,30-Jun-17,Tactical,DLTR.NAS,0.047860000,,
VGS-AU,30-Jun-17,Tactical,DNB.OSL,0.031350000,,
VGS-AU,30-Jun-17,Tactical,DOL.TSX,0.036950000,,
VGS-AU,30-Jun-17,Tactical,DOV.NYS,0.036890000,,
VGS-AU,30-Jun-17,Tactical,DOW-AU,0.066740000,,
VGS-AU,30-Jun-17,Tactical,DPZ.NYS,0.026320000,,
VGS-AU,30-Jun-17,Tactical,DRI.NYS,0.034800000,,
VGS-AU,30-Jun-17,Tactical,DSCT.TAE,0.010760000,,
VGS-AU,30-Jun-17,Tactical,DSFIR.AMS,0.034670000,,
VGS-AU,30-Jun-17,Tactical,DSV.CSE,0.059610000,,
VGS-AU,30-Jun-17,Tactical,DSY.PAR,0.061580000,,
VGS-AU,30-Jun-17,Tactical,DTE.ETR,0.141790000,,
VGS-AU,30-Jun-17,Tactical,DTE.ETR,0.038550000,,
VGS-AU,30-Jun-17,Tactical,DTG.ETR,0.025360000,,
VGS-AU,30-Jun-17,Tactical,DUK.NYS,0.130230000,,
VGS-AU,30-Jun-17,Tactical,DVA.NYS,0.010640000,,
VGS-AU,30-Jun-17,Tactical,DVN.NYS,0.047460000,,
VGS-AU,30-Jun-17,Tactical,DXCM.NAS,0.083200000,,
VGS-AU,30-Jun-17,Tactical,EA.NAS,0.062760000,,
VGS-AU,30-Jun-17,Tactical,EBAY.NAS,0.038500000,,
VGS-AU,30-Jun-17,Tactical,EBO-AU,0.005720000,,
VGS-AU,30-Jun-17,Tactical,EBS.WBO,0.026140000,,
VGS-AU,30-Jun-17,Tactical,ECL.NYS,0.089800000,,
VGS-AU,30-Jun-17,Tactical,ED.NYS,0.055460000,,
VGS-AU,30-Jun-17,Tactical,EDEN.PAR,0.026930000,,
VGS-AU,30-Jun-17,Tactical,EDP.LIS,0.024810000,,
VGS-AU,30-Jun-17,Tactical,EDPR.LIS,0.008690000,,
VGS-AU,30-Jun-17,Tactical,EDV-AU,0.006360000,,
VGS-AU,30-Jun-17,Tactical,EFX.NYS,0.053080000,,
VGS-AU,30-Jun-17,Tactical,EG.NYS,0.029390000,,
VGS-AU,30-Jun-17,Tactical,EIX.NYS,0.045630000,,
VGS-AU,30-Jun-17,Tactical,EL.PAR,0.103120000,,
VGS-AU,30-Jun-17,Tactical,EL.PAR,0.053960000,,
VGS-AU,30-Jun-17,Tactical,ELE.MAD,0.011220000,,
VGS-AU,30-Jun-17,Tactical,ELI.BRU,0.005910000,,
VGS-AU,30-Jun-17,Tactical,ELISA.HEL,0.011440000,,
VGS-AU,30-Jun-17,Tactical,ELV.NYS,0.205200000,,
VGS-AU,30-Jun-17,Tactical,EMA.TSX,0.016950000,,
VGS-AU,30-Jun-17,Tactical,EMN.NYS,0.017680000,,
VGS-AU,30-Jun-17,Tactical,EMR.NYS,0.092730000,,
VGS-AU,30-Jun-17,Tactical,EMSN.SWX,0.009460000,,
VGS-AU,30-Jun-17,Tactical,EN.PAR,0.012400000,,
VGS-AU,30-Jun-17,Tactical,ENB.TSX,0.133840000,,
VGS-AU,30-Jun-17,Tactical,ENEL.MTA,0.098750000,,
VGS-AU,30-Jun-17,Tactical,ENG.MAD,0.007000000,,
VGS-AU,30-Jun-17,Tactical,ENGI.PAR,0.014340000,,
VGS-AU,30-Jun-17,Tactical,ENI.MTA,0.067180000,,
VGS-AU,30-Jun-17,Tactical,ENPH.NAS,0.025150000,,
VGS-AU,30-Jun-17,Tactical,ENR.ETR,0.013750000,,
VGS-AU,30-Jun-17,Tactical,ENT.LSE,0.013770000,,
VGS-AU,30-Jun-17,Tactical,ENX.PAR,0.013700000,,
VGS-AU,30-Jun-17,Tactical,EOAN.ETR,0.054560000,,
VGS-AU,30-Jun-17,Tactical,EOG.NYS,0.116870000,,
VGS-AU,30-Jun-17,Tactical,EPAM.NYS,0.028450000,,
VGS-AU,30-Jun-17,Tactical,EPI-A.STO,0.020660000,,
VGS-AU,30-Jun-17,Tactical,EPI-B.STO,0.011080000,,
VGS-AU,30-Jun-17,Tactical,EQIX.NAS,0.136930000,,
VGS-AU,30-Jun-17,Tactical,EQNR.OSL,0.046420000,,
VGS-AU,30-Jun-17,Tactical,EQR.NYS,0.038450000,,
VGS-AU,30-Jun-17,Tactical,EQT.NYS,0.024430000,,
VGS-AU,30-Jun-17,Tactical,EQT.NYS,0.017330000,,
VGS-AU,30-Jun-17,Tactical,ERF.PAR,0.014230000,,
VGS-AU,30-Jun-17,Tactical,ERIC-B.STO,0.028710000,,
VGS-AU,30-Jun-17,Tactical,ES.NYS,0.033440000,,
VGS-AU,30-Jun-17,Tactical,ESLT.TAE,0.010040000,,
VGS-AU,30-Jun-17,Tactical,ESS.NYS,0.026340000,,
VGS-AU,30-Jun-17,Tactical,ESSITY-B.STO,0.025790000,,
VGS-AU,30-Jun-17,Tactical,ETN.NYS,0.173340000,,
VGS-AU,30-Jun-17,Tactical,ETR.NYS,0.037000000,,
VGS-AU,30-Jun-17,Tactical,ETSY.NAS,0.014360000,,
VGS-AU,30-Jun-17,Tactical,EVK.ETR,0.007360000,,
VGS-AU,30-Jun-17,Tactical,EVO.STO,0.038030000,,
VGS-AU,30-Jun-17,Tactical,EVRG.NAS,0.020670000,,
VGS-AU,30-Jun-17,Tactical,EW.NYS,0.084170000,,
VGS-AU,30-Jun-17,Tactical,EXC.NAS,0.061260000,,
VGS-AU,30-Jun-17,Tactical,EXO.AMS,0.016660000,,
VGS-AU,30-Jun-17,Tactical,EXPD.NYS,0.033040000,,
VGS-AU,30-Jun-17,Tactical,EXPE.NAS,0.036200000,,
VGS-AU,30-Jun-17,Tactical,EXPN.LSE,0.068430000,,
VGS-AU,30-Jun-17,Tactical,EXR.NYS,0.053680000,,
VGS-AU,30-Jun-17,Tactical,F.NYS,0.081150000,,
VGS-AU,30-Jun-17,Tactical,F34.SGX,0.008460000,,
VGS-AU,30-Jun-17,Tactical,FANG.NAS,0.045820000,,
VGS-AU,30-Jun-17,Tactical,FAST.NAS,0.069040000,,
VGS-AU,30-Jun-17,Tactical,FBK.MTA,0.015990000,,
VGS-AU,30-Jun-17,Tactical,FCX.NYS,0.100580000,,
VGS-AU,30-Jun-17,Tactical,FDJ.PAR,0.007590000,,
VGS-AU,30-Jun-17,Tactical,FDS.NYS,0.031910000,,
VGS-AU,30-Jun-17,Tactical,FDX.NYS,0.101760000,,
VGS-AU,30-Jun-17,Tactical,FE.NYS,0.035300000,,
VGS-AU,30-Jun-17,Tactical,FER.MAD,0.035130000,,
VGS-AU,30-Jun-17,Tactical,FFIV.NAS,0.019050000,,
VGS-AU,30-Jun-17,Tactical,FGR.PAR,0.012980000,,
VGS-AU,30-Jun-17,Tactical,FI.NYS,0.152380000,,
VGS-AU,30-Jun-17,Tactical,FICO.NYS,0.052540000,,
VGS-AU,30-Jun-17,Tactical,FIS.NYS,0.065030000,,
VGS-AU,30-Jun-17,Tactical,FITB.NAS,0.040840000,,
VGS-AU,30-Jun-17,Tactical,FLT-AU,0.036190000,,
VGS-AU,30-Jun-17,Tactical,FLTR.DUB,0.064480000,,
VGS-AU,30-Jun-17,Tactical,FM.TSX,0.009610000,,
VGS-AU,30-Jun-17,Tactical,FMC.NYS,0.012120000,,
VGS-AU,30-Jun-17,Tactical,FME.ETR,0.014150000,,
VGS-AU,30-Jun-17,Tactical,FNV.TSX,0.037120000,,
VGS-AU,30-Jun-17,Tactical,FORTUM.HEL,0.010980000,,
VGS-AU,30-Jun-17,Tactical,FOX.NAS,0.006220000,,
VGS-AU,30-Jun-17,Tactical,FOXA.NAS,0.015440000,,
VGS-AU,30-Jun-17,Tactical,FPH-AU,0.015180000,,
VGS-AU,30-Jun-17,Tactical,FRE.ETR,0.021100000,,
VGS-AU,30-Jun-17,Tactical,FSLR.NAS,0.026440000,,
VGS-AU,30-Jun-17,Tactical,FSV.TSX,0.011750000,,
VGS-AU,30-Jun-17,Tactical,FTNT.NAS,0.076140000,,
VGS-AU,30-Jun-17,Tactical,FTS.TSX,0.034760000,,
VGS-AU,30-Jun-17,Tactical,FTV.NYS,0.048800000,,
VGS-AU,30-Jun-17,Tactical,FUTU.NAS,0.004790000,,
VGS-AU,30-Jun-17,Tactical,G.MTA,0.040000000,,
VGS-AU,30-Jun-17,Tactical,G13.SGX,0.008400000,,
VGS-AU,30-Jun-17,Tactical,G1A.ETR,0.011610000,,
VGS-AU,30-Jun-17,Tactical,G24.ETR,0.010340000,,
VGS-AU,30-Jun-17,Tactical,GALP.LIS,0.012940000,,
VGS-AU,30-Jun-17,Tactical,GBLB.BRU,0.013700000,,
VGS-AU,30-Jun-17,Tactical,GD.NYS,0.108450000,,
VGS-AU,30-Jun-17,Tactical,GE.NYS,0.254400000,,
VGS-AU,30-Jun-17,Tactical,GEBN.SWX,0.033860000,,
VGS-AU,30-Jun-17,Tactical,GEHC.NAS,0.052700000,,
VGS-AU,30-Jun-17,Tactical,GEN.NAS,0.023910000,,
VGS-AU,30-Jun-17,Tactical,GET.PAR,0.010550000,,
VGS-AU,30-Jun-17,Tactical,GETI-B.STO,0.008780000,,
VGS-AU,30-Jun-17,Tactical,GFC.PAR,0.009130000,,
VGS-AU,30-Jun-17,Tactical,GIB.A.TSX,0.041270000,,
VGS-AU,30-Jun-17,Tactical,GIL.TSX,0.010380000,,
VGS-AU,30-Jun-17,Tactical,GILD.NAS,0.172070000,,
VGS-AU,30-Jun-17,Tactical,GIS.NYS,0.066480000,,
VGS-AU,30-Jun-17,Tactical,GIVN.SWX,0.068880000,,
VGS-AU,30-Jun-17,Tactical,GJF.OSL,0.005770000,,
VGS-AU,30-Jun-17,Tactical,GL.NYS,0.020170000,,
VGS-AU,30-Jun-17,Tactical,GLBE.NAS,0.006300000,,
VGS-AU,30-Jun-17,Tactical,GLE.PAR,0.033470000,,
VGS-AU,30-Jun-17,Tactical,GLEN.LSE,0.099440000,,
VGS-AU,30-Jun-17,Tactical,GLW.NYS,0.046280000,,
VGS-AU,30-Jun-17,Tactical,GM.NYS,0.093880000,,
VGS-AU,30-Jun-17,Tactical,GMAB.CSE,0.032750000,,
VGS-AU,30-Jun-17,Tactical,GOOG.NAS,1.306550000,,
VGS-AU,30-Jun-17,Tactical,GOOGL.NAS,1.466100000,,
VGS-AU,30-Jun-17,Tactical,GPC.NYS,0.035030000,,
VGS-AU,30-Jun-17,Tactical,GPN.NYS,0.060960000,,
VGS-AU,30-Jun-17,Tactical,GRAB.NAS,0.010200000,,
VGS-AU,30-Jun-17,Tactical,GRF.MAD,0.006030000,,
VGS-AU,30-Jun-17,Tactical,GRMN.NYS,0.032360000,,
VGS-AU,30-Jun-17,Tactical,GS.NYS,0.223450000,,
VGS-AU,30-Jun-17,Tactical,GSK.LSE,0.144620000,,
VGS-AU,30-Jun-17,Tactical,GWW.NYS,0.070920000,,
VGS-AU,30-Jun-17,Tactical,H.TSX,0.017270000,,
VGS-AU,30-Jun-17,Tactical,H.TSX,0.010310000,,
VGS-AU,30-Jun-17,Tactical,H78.SGX,0.006260000,,
VGS-AU,30-Jun-17,Tactical,HAL.NYS,0.056230000,,
VGS-AU,30-Jun-17,Tactical,HAS-AU,0.011350000,,
VGS-AU,30-Jun-17,Tactical,HBAN.NAS,0.032410000,,
VGS-AU,30-Jun-17,Tactical,HCA.NYS,0.109610000,,
VGS-AU,30-Jun-17,Tactical,HD.NYS,0.622970000,,
VGS-AU,30-Jun-17,Tactical,HEI.ETR,0.023400000,,
VGS-AU,30-Jun-17,Tactical,HEI.ETR,0.015480000,,
VGS-AU,30-Jun-17,Tactical,HEIA.AMS,0.051740000,,
VGS-AU,30-Jun-17,Tactical,HEIO.AMS,0.019140000,,
VGS-AU,30-Jun-17,Tactical,HELN.SWX,0.009250000,,
VGS-AU,30-Jun-17,Tactical,HEN.ETR,0.013220000,,
VGS-AU,30-Jun-17,Tactical,HEN3.ETR,0.023100000,,
VGS-AU,30-Jun-17,Tactical,HES.NYS,0.068250000,,
VGS-AU,30-Jun-17,Tactical,HEXA-B.STO,0.040250000,,
VGS-AU,30-Jun-17,Tactical,HFG.ETR,0.003450000,,
VGS-AU,30-Jun-17,Tactical,HIG.NYS,0.047170000,,
VGS-AU,30-Jun-17,Tactical,HII.NYS,0.018080000,,
VGS-AU,30-Jun-17,Tactical,HIK.LSE,0.006970000,,
VGS-AU,30-Jun-17,Tactical,HL.LSE,0.006160000,,
VGS-AU,30-Jun-17,Tactical,HLMA.LSE,0.018570000,,
VGS-AU,30-Jun-17,Tactical,HLN.LSE,0.039950000,,
VGS-AU,30-Jun-17,Tactical,HLT.NYS,0.087950000,,
VGS-AU,30-Jun-17,Tactical,HM-B.STO,0.016500000,,
VGS-AU,30-Jun-17,Tactical,HNR1.ETR,0.025550000,,
VGS-AU,30-Jun-17,Tactical,HO.PAR,0.027250000,,
VGS-AU,30-Jun-17,Tactical,HOLM-B.STO,0.006620000,,
VGS-AU,30-Jun-17,Tactical,HOLN.SWX,0.070930000,,
VGS-AU,30-Jun-17,Tactical,HOLX.NAS,0.032490000,,
VGS-AU,30-Jun-17,Tactical,HON.NAS,0.237210000,,
VGS-AU,30-Jun-17,Tactical,HPE.NYS,0.034410000,,
VGS-AU,30-Jun-17,Tactical,HPQ.NYS,0.045190000,,
VGS-AU,30-Jun-17,Tactical,HRL.NYS,0.016130000,,
VGS-AU,30-Jun-17,Tactical,HSBA.LSE,0.271850000,,
VGS-AU,30-Jun-17,Tactical,HSIC.NAS,0.017460000,,
VGS-AU,30-Jun-17,Tactical,HST.NAS,0.023870000,,
VGS-AU,30-Jun-17,Tactical,HSY.NYS,0.051430000,,
VGS-AU,30-Jun-17,Tactical,HUBB.NYS,0.031710000,,
VGS-AU,30-Jun-17,Tactical,HUM.NYS,0.082910000,,
VGS-AU,30-Jun-17,Tactical,HUSQ-B.STO,0.005050000,,
VGS-AU,30-Jun-17,Tactical,HWM.NYS,0.038710000,,
VGS-AU,30-Jun-17,Tactical,IAG-AU,0.012100000,,
VGS-AU,30-Jun-17,Tactical,IBE.MAD,0.129620000,,
VGS-AU,30-Jun-17,Tactical,IBM.NYS,0.295310000,,
VGS-AU,30-Jun-17,Tactical,ICE.NYS,0.128830000,,
VGS-AU,30-Jun-17,Tactical,ICL.TAE,0.006410000,,
VGS-AU,30-Jun-17,Tactical,IDXX.NAS,0.075400000,,
VGS-AU,30-Jun-17,Tactical,IEX.NYS,0.028320000,,
VGS-AU,30-Jun-17,Tactical,IFC.TSX,0.049550000,,
VGS-AU,30-Jun-17,Tactical,IFF.NYS,0.036430000,,
VGS-AU,30-Jun-17,Tactical,IFX.ETR,0.084320000,,
VGS-AU,30-Jun-17,Tactical,IHG.LSE,0.028900000,,
VGS-AU,30-Jun-17,Tactical,III.LSE,0.054560000,,
VGS-AU,30-Jun-17,Tactical,ILMN.NAS,0.039700000,,
VGS-AU,30-Jun-17,Tactical,IMB.LSE,0.037740000,,
